,Country,Year,Unweighted_Temp,Unweighted_Temp_Change,Burke_Weighted_Temp,Precipitation,Drought,Extreme temperature,Flood,GDP_Change,ln_GDP_Change,TFP,TFP_normalized_by_country,TFP_Change,ln_TFP_Change,ln_Life_Expectancy_change,ASI
0,LVA,1960,5.403276026,,,2.91249322891235,0,0,0,,,,,,,,
1,LVA,1961,6.753296386,1.3500203599999994,,2.91249322891235,0,0,0,,,82.08847,-0.4280473077353889,,,0.0035132497206182833,
2,LVA,1962,5.041089535,-1.7122068509999995,,2.91249322891235,0,0,0,,,71.40297,-0.969875434380902,-10.685500000000005,-0.1394581029872501,-0.008632472755552456,
3,LVA,1963,4.599209319,-0.4418802160000004,,2.91249322891235,0,0,0,,,71.69727,-0.9549524061958121,0.2943000000000069,0.0041132064478066,0.005723669022671629,
4,LVA,1964,5.378057847,0.7788485280000002,,2.91249322891235,0,0,0,,,75.51327,-0.761455037679666,3.8160000000000025,0.0518557308332399,0.01702510672323143,
5,LVA,1965,4.62124606,-0.7568117870000002,,2.91249322891235,0,0,0,,,72.8337,-0.8973276120388933,-2.6795700000000124,-0.0361296422203185,-0.004253319353993312,
6,LVA,1966,4.956202077,0.33495601700000055,5.14,2.91249322891235,0,0,0,,,71.98151,-0.9405394889979534,-0.8521899999999931,-0.0117694796994989,-0.00027247074126890425,
7,LVA,1967,5.985722959,1.029520882,6.16,2.91249322891235,0,0,0,595000000.0,0.11075930177707605,78.84918,-0.5923015244179533,6.867670000000004,0.0911276333819577,-0.004442415827818458,
8,LVA,1968,5.120191935,-0.865531024,5.32,2.91249322891235,0,0,0,390000000.0,0.06646397902854773,82.80114,-0.391910051545556,3.95196,0.0489049155501124,-0.004998351821830838,
9,LVA,1969,4.029230932,-1.0909610030000003,4.21,2.91249322891235,0,0,0,278000000.0,0.04481730025574748,81.16271,-0.4749896882064336,-1.6384299999999996,-0.0199859241793012,-0.0035197117175496118,
10,LVA,1970,4.72917979,0.699948858,4.88,2.91249322891235,0,0,0,508000000.0,0.07704278436900225,78.69761,-0.5999871628209914,-2.4651000000000067,-0.0308431187587787,0.0005519727158240784,
11,LVA,1971,6.056189263,1.3270094730000004,6.23,2.91249322891235,0,0,0,530000000.0,0.0745145037671513,82.38258,-0.41313391385323894,3.684970000000007,0.0457612203243673,0.004703841530272257,
12,LVA,1972,6.215903501,0.1597142379999994,6.38,2.91249322891235,0,0,0,380000000.0,0.05020206108408587,71.89341,-0.9450067631505403,-10.48917,-0.1361894013487417,-0.004082363426091362,
13,LVA,1973,5.871451074,-0.34445242699999934,6.04,2.91249322891235,0,0,0,449000000.0,0.05624173159233692,80.83106,-0.4918066175220473,8.93764999999999,0.117176692152686,-0.0009358556462597534,
14,LVA,1974,6.377085102,0.5056340279999993,6.48,2.91249322891235,0,0,0,399000000.0,0.04745524421148062,78.32751,-0.6187537708104632,-2.50354999999999,-0.0314624153154774,-0.001038147583624749,
15,LVA,1975,7.324354013,0.9472689110000001,7.45,2.91249322891235,0,0,0,592000000.0,0.06650400612440777,78.82906,-0.593321746392415,0.5015499999999946,0.0063828283193236,-0.011763765556236372,
16,LVA,1976,4.176824619,-3.147529394,4.31,2.91249322891235,0,0,0,517000000.0,0.054667662183486954,81.7392,-0.4457576918815197,2.9101399999999984,0.0362519803518583,0.001774824213902626,
17,LVA,1977,5.338924378,1.1620997590000002,5.46,2.91249322891235,0,0,0,312000000.0,0.03160076599013095,72.40565,-0.9190326824249877,-9.333550000000002,-0.1212493559374685,0.0008227038712362855,
18,LVA,1978,4.560052822,-0.7788715559999995,4.73,2.91249322891235,0,0,0,330000000.0,0.03237163485749406,72.14576,-0.9322108876408318,-0.2598899999999986,-0.0035958179865476,-0.0016920448171431346,
